301819.824	2156032.801	171.378
301829.824	2156032.801	171.798
301839.824	2156032.801	171.798
301849.824	2156032.801	171.798
301859.824	2156032.801	171.798
301869.824	2156032.801	171.798
301879.824	2156032.801	171.378
301889.824	2156032.801	170.958
301899.824	2156032.801	170.538
301909.824	2156032.801	170.538
301919.824	2156032.801	170.118
301929.824	2156032.801	169.698
301939.824	2156032.801	169.278
301949.824	2156032.801	169.278
301959.824	2156032.801	169.278
301969.824	2156032.801	168.858
301979.824	2156032.801	168.438
301989.824	2156032.801	168.438
301999.824	2156032.801	168.018
302009.824	2156032.801	168.018
302019.824	2156032.801	167.178
302029.824	2156032.801	167.178
302039.824	2156032.801	166.758
302049.824	2156032.801	166.338
302059.824	2156032.801	165.918
302069.824	2156032.801	165.498
302079.824	2156032.801	165.078
302089.824	2156032.801	165.078
302099.824	2156032.801	164.658
302109.824	2156032.801	164.238
302119.824	2156032.801	163.818
302129.824	2156032.801	163.818
302139.824	2156032.801	163.818
302149.824	2156032.801	163.818
302159.824	2156032.801	163.398
302169.824	2156032.801	162.977
302179.824	2156032.801	162.977
302189.824	2156032.801	162.977
302199.824	2156032.801	162.557
301819.824	2156022.801	171.798
301829.824	2156022.801	171.798
301839.824	2156022.801	171.798
301849.824	2156022.801	171.798
301859.824	2156022.801	171.798
301869.824	2156022.801	171.798
301879.824	2156022.801	171.378
301889.824	2156022.801	171.378
301899.824	2156022.801	170.958
301909.824	2156022.801	170.538
301919.824	2156022.801	170.538
301929.824	2156022.801	170.118
301939.824	2156022.801	169.698
301949.824	2156022.801	169.278
301959.824	2156022.801	169.278
301969.824	2156022.801	169.278
301979.824	2156022.801	168.858
301989.824	2156022.801	168.438
301999.824	2156022.801	168.438
302009.824	2156022.801	168.018
302019.824	2156022.801	168.018
302029.824	2156022.801	167.178
302039.824	2156022.801	167.178
302049.824	2156022.801	166.758
302059.824	2156022.801	165.918
302069.824	2156022.801	165.918
302079.824	2156022.801	165.498
302089.824	2156022.801	165.078
302099.824	2156022.801	165.078
302109.824	2156022.801	164.658
302119.824	2156022.801	164.238
302129.824	2156022.801	163.818
302139.824	2156022.801	163.818
302149.824	2156022.801	163.818
302159.824	2156022.801	163.818
302169.824	2156022.801	163.398
302179.824	2156022.801	163.398
302189.824	2156022.801	163.398
302199.824	2156022.801	162.557
301819.824	2156012.801	171.798
301829.824	2156012.801	172.218
301839.824	2156012.801	172.218
301849.824	2156012.801	172.218
301859.824	2156012.801	172.218
301869.824	2156012.801	171.798
301879.824	2156012.801	171.798
301889.824	2156012.801	171.378
301899.824	2156012.801	170.958
301909.824	2156012.801	170.958
301919.824	2156012.801	170.538
301929.824	2156012.801	170.538
301939.824	2156012.801	170.118
301949.824	2156012.801	169.698
301959.824	2156012.801	169.278
301969.824	2156012.801	169.278
301979.824	2156012.801	169.278
301989.824	2156012.801	168.858
301999.824	2156012.801	168.438
302009.824	2156012.801	168.438
302019.824	2156012.801	168.018
302029.824	2156012.801	167.598
302039.824	2156012.801	167.178
302049.824	2156012.801	167.178
302059.824	2156012.801	166.338
302069.824	2156012.801	165.918
302079.824	2156012.801	165.918
302089.824	2156012.801	165.498
302099.824	2156012.801	165.078
302109.824	2156012.801	165.078
302119.824	2156012.801	164.238
302129.824	2156012.801	164.238
302139.824	2156012.801	164.238
302149.824	2156012.801	163.818
302159.824	2156012.801	163.818
302169.824	2156012.801	163.818
302179.824	2156012.801	163.818
302189.824	2156012.801	163.818
302199.824	2156012.801	163.398
301819.824	2156002.801	172.218
301829.824	2156002.801	172.218
301839.824	2156002.801	172.638
301849.824	2156002.801	172.638
301859.824	2156002.801	172.218
301869.824	2156002.801	172.218
301879.824	2156002.801	171.798
301889.824	2156002.801	171.798
301899.824	2156002.801	171.378
301909.824	2156002.801	170.958
301919.824	2156002.801	170.958
301929.824	2156002.801	170.538
301939.824	2156002.801	170.538
301949.824	2156002.801	170.118
301959.824	2156002.801	169.698
301969.824	2156002.801	169.698
301979.824	2156002.801	169.278
301989.824	2156002.801	169.278
301999.824	2156002.801	168.858
302009.824	2156002.801	168.438
302019.824	2156002.801	168.438
302029.824	2156002.801	168.018
302039.824	2156002.801	167.598
302049.824	2156002.801	167.178
302059.824	2156002.801	166.758
302069.824	2156002.801	166.338
302079.824	2156002.801	165.918
302089.824	2156002.801	165.918
302099.824	2156002.801	165.498
302109.824	2156002.801	165.078
302119.824	2156002.801	164.658
302129.824	2156002.801	164.658
302139.824	2156002.801	164.658
302149.824	2156002.801	164.238
302159.824	2156002.801	164.238
302169.824	2156002.801	164.238
302179.824	2156002.801	163.818
302189.824	2156002.801	163.818
302199.824	2156002.801	163.818
301819.824	2155992.801	172.638
301829.824	2155992.801	172.638
301839.824	2155992.801	172.638
301849.824	2155992.801	172.638
301859.824	2155992.801	172.638
301869.824	2155992.801	172.218
301879.824	2155992.801	172.218
301889.824	2155992.801	171.798
301899.824	2155992.801	171.798
301909.824	2155992.801	171.378
301919.824	2155992.801	170.958
301929.824	2155992.801	170.958
301939.824	2155992.801	170.538
301949.824	2155992.801	170.538
301959.824	2155992.801	170.118
301969.824	2155992.801	170.118
301979.824	2155992.801	169.698
301989.824	2155992.801	169.278
301999.824	2155992.801	169.278
302009.824	2155992.801	168.858
302019.824	2155992.801	168.438
302029.824	2155992.801	168.438
302039.824	2155992.801	168.018
302049.824	2155992.801	167.598
302059.824	2155992.801	167.178
302069.824	2155992.801	166.758
302079.824	2155992.801	166.338
302089.824	2155992.801	165.918
302099.824	2155992.801	165.918
302109.824	2155992.801	165.498
302119.824	2155992.801	165.078
